,name,region,link,latitude,longitude
108,"Cap Saint Louis, Le Liouquet",PACA,"https://www.google.fr/maps/place/43°11'03.5%22N+5°39'26.0%22E/@43.184303,5.655037,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.184303,5.655037
109,Carro,PACA,"https://www.google.fr/maps/place/43°19'40.0%22N+5°02'16.9%22E/@43.327765,5.035847,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.327765,5.035847
110,L'Arquet,PACA,"https://www.google.fr/maps/place/43°19'30.7%22N+5°03'19.1%22E/@43.325193,5.053103,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.325193,5.053103
111,La Couronne,PACA,"https://www.google.fr/maps/place/43°19'27.8%22N+5°03'08.8%22E/@43.324381,5.050249,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.324381,5.050249
112,La Madrague,PACA,"https://www.google.fr/maps/place/43°18'50.7%22N+6°39'40.6%22E/@43.314094,6.659097,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.314094,6.659097
113,Le Lavandou plage,PACA,"https://www.google.fr/maps/place/Plage+du+Lavandou/@43.1310492,6.3576634,15z/data=!4m2!3m1!1s0x0000000000000000:0x8a6b5224aa68a309",43.1310492,6.3576634
114,Marseille Le Prado,PACA,"https://www.google.fr/maps/place/43°15'13.8%22N+5°22'22.9%22E/@43.253843,5.370839,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.253843,5.370839
115,Marseille Les Lecques,PACA,"https://www.google.fr/maps/place/43°10'27.1%22N+5°41'24.1%22E/@43.174196,5.68783,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.174196,5.68783
116,Nice Villefranche,PACA,"https://www.google.fr/maps/place/43°41'24.0%22N+7°18'57.1%22E/@43.689999,7.313673,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.689999,7.313673
117,Sausset La Corniche,PACA,"https://www.google.fr/maps/place/43°19'44.4%22N+5°07'26.7%22E/@43.328992,5.12189,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.328992,5.12189
118,St-Laurent-du-Var,PACA,"https://www.google.fr/maps/place/43°39'13.5%22N+7°11'53.6%22E/@43.653756,7.196027,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",43.653756,7.196027
119,Anse Gourde,GUADELOUPE,"https://www.google.fr/maps/place/Anse+à+la+Gourde,+Guadeloupe/@16.2608635,-61.2178374,16z/data=!4m2!3m1!1s0x8c6cb6144c3eb831:0xca7f177af6416961",16.2608635,-61.2178374
120,Anse Salabouelle,GUADELOUPE,"https://www.google.fr/maps/place/Anse+Salabouelle,+Le+Moule,+Guadeloupe/@16.328253,-61.3066775,17z/data=!4m2!3m1!1s0x8c6ccaddec47da6b:0xc1c7179a64422447",16.328253,-61.3066775
121,Anse Bertrand,GUADELOUPE,"https://www.google.fr/maps/place/16°28'19.8%22N+61°30'42.7%22W/@16.47217,-61.51405,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",16.47217,-61.51405
122,Bananiers,GUADELOUPE,"https://www.google.fr/maps/place/16°00'12.3%22N+61°35'51.1%22W/@16.003416,-61.599725,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",16.003416,-61.599725
123,Deshaies Grande Anse,GUADELOUPE,"https://www.google.fr/maps/place/Plage+de+Grande-Anse/@16.3156088,-61.7994154,15z/data=!4m2!3m1!1s0x0000000000000000:0x13b591281088f5ba",16.3156088,-61.7994154
124,Le Helleux,GUADELOUPE,"https://www.google.fr/maps/place/16°14'26.4%22N+61°20'07.9%22W/@16.2406601,-61.337727,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",16.2406601,-61.337727
125,Le Moule Damencourt,GUADELOUPE,"https://www.google.fr/maps/place/16°20'05.3%22N+61°21'11.5%22W/@16.334812,-61.355397,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",16.334812,-61.355397
126,Petit Havre,GUADELOUPE,"https://www.google.fr/maps/place/16°12'31.3%22N+61°25'37.8%22W/@16.208684,-61.429354,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",16.208684,-61.429354
127,Port Louis,GUADELOUPE,"https://www.google.fr/maps/place/16°25'53.5%22N+61°32'21.2%22W/@16.4315268,-61.5567318,13.88z/data=!4m2!3m1!1s0x0:0x0",16.4315268,-61.5567318
128,Ste Anne La Caravelle,GUADELOUPE,"https://www.google.fr/maps/place/16°13'02.4%22N+61°23'51.4%22W/@16.2173451,-61.399802,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",16.2173451,-61.399802
129,St François,GUADELOUPE,"https://www.google.fr/maps/place/16°15'00.7%22N+61°16'00.3%22W/@16.2501981,-61.268955,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",16.2501981,-61.268955
130,Boucan Canot,LA REUNION,"https://www.google.fr/maps/place/Plage+de+Boucan+Canot/@-21.0323209,55.2098662,14z/data=!4m7!1m4!3m3!1s0x21828e5551e0daaf:0xff5df93cedd0962b!2sClub+Nautique+de+Saint-Paul!3b1!3m1!1s0x0000000000000000:0x7ae304bc7e783dba",-21.0323209,55.2098662
131,Etang Salé,LA REUNION,"https://www.google.fr/maps/place/21°15'51.6%22S+55°19'44.9%22E/@-21.264324,55.3269627,779m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.264324,55.3269627
132,St Leu La Tortue,LA REUNION,"https://www.google.fr/maps/place/21°09'20.0%22S+55°16'53.0%22E/@-21.155551,55.279202,787m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.155551,55.279202
133,Le Port La Digue,LA REUNION,"https://www.google.fr/maps/place/20°55'39.3%22S+55°19'18.8%22E/@-20.927578,55.319695,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",-20.927578,55.319695
134,Le Port La Folette,LA REUNION,"https://www.google.fr/maps/place/20°56'07.0%22S+55°16'57.6%22E/@-20.935279,55.280476,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",-20.935279,55.280476
135,Les Aigrettes,LA REUNION,"https://www.google.fr/maps/place/21°02'08.5%22S+55°13'03.7%22E/@-21.035701,55.215498,787m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.035701,55.215498
136,L’Hermitage,LA REUNION,"https://www.google.fr/maps/place/21°05'09.5%22S+55°13'18.4%22E/@-21.085955,55.219595,787m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.085955,55.219595
137,St Gilles les Bains Roches Noires,LA REUNION,"https://www.google.fr/maps/place/Spot+de+Surf+des+Roches+Noires/@-21.0529359,55.2202668,17z/data=!4m2!3m1!1s0x0000000000000000:0xf43ebe5104ae2793",-21.0529359,55.2202668
138,Saint-Leu,LA REUNION,"https://www.google.fr/maps/place/21°09'55.9%22S+55°17'02.0%22E/@-21.165528,55.281685,787m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.165528,55.281685
139,Saint-Pierre La Jetée,LA REUNION,"https://www.google.fr/maps/place/21°20'49.7%22S+55°28'35.2%22E/@-21.347138,55.474252,786m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.347138,55.474252
140,Saint-Pierre La Pointe du Diable,LA REUNION,"https://www.google.fr/maps/place/21°19'53.5%22S+55°27'05.3%22E/@-21.331516,55.449293,786m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.331516,55.449293
141,Saint-Pierre Les Archers,LA REUNION,"https://www.google.fr/maps/place/21°20'23.4%22S+55°27'22.0%22E/@-21.339828,55.453923,786m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.339828,55.453923
142,Trois-Bassins,LA REUNION,"https://www.google.fr/maps/place/21°06'40.8%22S+55°15'09.1%22E/@-21.111323,55.2503555,780m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.111323,55.2503555
143,St Gilles les Bains Trois Roches,LA REUNION,"https://www.google.fr/maps/place/21°03'05.1%22S+55°13'19.3%22E/@-21.0514077,55.2214775,19z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",-21.0514077,55.2214775
144,Anse Bonneville Angoisse,MARTINIQUE,"https://www.google.fr/maps/place/14°46'10.2%22N+60°54'09.2%22W/@14.769493,-60.904759,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.769493,-60.904759
145,Anse Bonneville Garde Cote,MARTINIQUE,"https://www.google.fr/maps/place/14°46'10.2%22N+60°54'09.2%22W/@14.769493,-60.904759,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.769493,-60.904759
146,Anse Bonneville Pelle à Tarte,MARTINIQUE,"https://www.google.fr/maps/place/14°46'10.2%22N+60°54'09.2%22W/@14.769493,-60.904759,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.769493,-60.904759
147,Anse Bonneville Tite Plage,MARTINIQUE,"https://www.google.fr/maps/place/14°46'07.3%22N+60°54'07.8%22W/@14.768694,-60.904351,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.768694,-60.904351
148,Anse Couleuvre Prêcheur,MARTINIQUE,"https://www.google.fr/maps/place/14°50'34.2%22N+61°13'09.6%22W/@14.842843,-61.221533,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.842843,-61.221533
149,Anse L’Etang Cocoa,MARTINIQUE,"https://www.google.fr/maps/place/14°46'02.6%22N+60°54'30.0%22W/@14.767379,-60.910522,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.767379,-60.910522
150,Anse L’Etang Entre-Deux,MARTINIQUE,"https://www.google.fr/maps/place/14°45'59.9%22N+60°54'17.6%22W/@14.766632,-60.907083,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.766632,-60.907083
151,Anse L’Etang VVF,MARTINIQUE,"https://www.google.fr/maps/place/14°46'10.8%22N+60°54'08.1%22W/@14.769661,-60.904438,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.769661,-60.904438
152,"Sainte Anne, Anse Trabaud",MARTINIQUE,"https://www.google.fr/maps/place/Anse+Trabaud,+Sainte-Anne,+Martinique/@14.4108231,-60.9864432,11z/data=!4m2!3m1!1s0x8c40246258722fbb:0xf9bf787fec461ad8",14.4108231,-60.9864432
153,"Sainte Marie, Anse Charpentier",MARTINIQUE,"https://www.google.fr/maps/place/14°48'32.1%22N+61°00'55.5%22W/@14.8089222,-61.01761,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.8089222,-61.01761
154,Tartane,MARTINIQUE,"https://www.google.fr/maps/place/14°45'58.4%22N+60°54'51.9%22W/@14.766231,-60.91661,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",14.766231,-60.91661
155,Bourail Gouaro,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/21°36'38.9%22S+165°26'31.3%22E/@-21.610808,165.439831,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",-21.610808,165.439831
156,Bourail La Néra,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/21°37'17.7%22S+165°27'46.3%22E/@-21.62158,165.460661,17z/data=!3m1!4b1!4m2!3m1!1s0x0:0x0",-21.62158,165.460661
157,"Dumbéa, passe",NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/22°21'31.2%22S+166°15'15.4%22E/@-22.358674,166.252097,755m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-22.358674,166.252097
158,Fausse Passe 1,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/22°13'56.0%22S+166°08'25.6%22E/@-22.232232,166.138245,755m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-22.232232,166.138245
159,Fausse Passe 2,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/22°17'13.0%22S+166°10'59.1%22E/@-22.286952,166.180893,755m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-22.286952,166.180893
160,Goldfield,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/22°08'27.3%22S+166°08'51.7%22E/@-22.14091,166.145508,756m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-22.14091,166.145508
161,Ouano,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/21°51'49.1%22S+165°43'25.7%22E/@-21.863652,165.721615,757m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.863652,165.721615
162,Secret,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/21°41'35.2%22S+165°27'38.5%22E/@-21.69311,165.458515,758m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-21.69311,165.458515
163,Ténia,NOUVELLE-CALEDONIE,"https://www.google.fr/maps/place/22°01'06.6%22S+165°55'17.0%22E/@-22.018503,165.919186,756m/data=!3m2!1e3!4b1!4m2!3m1!1s0x0:0x0",-22.018503,165.919186
